GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022000017,14,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,11,19,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,13,1,0,20201223,MEM,SAS
Shot Chart Detail,0022000017,37,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,8,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,27,1,0,20201223,MEM,SAS
Shot Chart Detail,0022000017,56,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,7,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,215,1,1,20201223,MEM,SAS
Shot Chart Detail,0022000017,245,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,5,15,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,73,100,1,1,20201223,MEM,SAS
Shot Chart Detail,0022000017,248,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,4,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,102,157,1,0,20201223,MEM,SAS
Shot Chart Detail,0022000017,355,203937,Kyle Anderson,1610612763,Memphis Grizzlies,3,9,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,1,20201223,MEM,SAS
Shot Chart Detail,0022000017,511,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,11,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-53,40,1,0,20201223,MEM,SAS
Shot Chart Detail,0022000017,583,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,6,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,234,1,0,20201223,MEM,SAS
Shot Chart Detail,0022000021,59,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,7,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,245,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000021,63,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,6,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,8,167,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,99,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,4,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,19,105,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,212,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,8,47,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-123,221,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000021,216,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,8,42,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,26,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,265,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,6,11,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,14,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,336,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,1,12,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,69,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,339,203937,Kyle Anderson,1610612763,Memphis Grizzlies,2,0,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,93,92,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000021,369,203937,Kyle Anderson,1610612763,Memphis Grizzlies,3,10,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-50,257,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000021,386,203937,Kyle Anderson,1610612763,Memphis Grizzlies,3,8,55,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,12,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,463,203937,Kyle Anderson,1610612763,Memphis Grizzlies,3,3,53,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-52,53,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,591,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,8,24,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,15,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000021,595,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,8,15,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,52,1,1,20201226,MEM,ATL
Shot Chart Detail,0022000021,632,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,6,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-25,258,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000021,642,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,5,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,46,176,1,0,20201226,MEM,ATL
Shot Chart Detail,0022000042,18,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,10,44,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,16,1,1,20201228,BKN,MEM
Shot Chart Detail,0022000042,39,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,8,41,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,70,1,1,20201228,BKN,MEM
Shot Chart Detail,0022000042,46,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,8,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-79,256,1,1,20201228,BKN,MEM
Shot Chart Detail,0022000042,72,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,6,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,38,1,0,20201228,BKN,MEM
