GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,42400171,99,1631212,Peyton Watson,1610612743,Denver Nuggets,1,2,28,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,105,10,1,1,20250419,1,DEN,LAC
Shot Chart Detail,42400171,173,1631212,Peyton Watson,1610612743,Denver Nuggets,2,9,22,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-244,-4,1,0,20250419,0,DEN,LAC
Shot Chart Detail,42400171,202,1631212,Peyton Watson,1610612743,Denver Nuggets,2,7,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,6,1,1,20250419,0,DEN,LAC
Shot Chart Detail,42400171,490,1631212,Peyton Watson,1610612743,Denver Nuggets,4,11,15,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,17,1,0,20250419,0,DEN,LAC
Shot Chart Detail,42400172,142,1631212,Peyton Watson,1610612743,Denver Nuggets,1,1,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20250421,1,DEN,LAC
Shot Chart Detail,42400172,204,1631212,Peyton Watson,1610612743,Denver Nuggets,2,8,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,8,1,0,20250421,0,DEN,LAC
Shot Chart Detail,42400173,123,1631212,Peyton Watson,1610612743,Denver Nuggets,1,1,48,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-44,82,1,0,20250424,0,LAC,DEN
Shot Chart Detail,42400173,401,1631212,Peyton Watson,1610612743,Denver Nuggets,3,3,15,Made Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,37,1,1,20250424,1,LAC,DEN
Shot Chart Detail,42400173,629,1631212,Peyton Watson,1610612743,Denver Nuggets,4,1,46,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,17,1,0,20250424,0,LAC,DEN
Shot Chart Detail,42400173,635,1631212,Peyton Watson,1610612743,Denver Nuggets,4,1,18,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,39,176,1,0,20250424,0,LAC,DEN
Shot Chart Detail,42400174,192,1631212,Peyton Watson,1610612743,Denver Nuggets,2,9,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,226,1,0,20250426,0,LAC,DEN
Shot Chart Detail,42400174,448,1631212,Peyton Watson,1610612743,Denver Nuggets,3,2,36,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,4,1,1,20250426,1,LAC,DEN
Shot Chart Detail,42400174,520,1631212,Peyton Watson,1610612743,Denver Nuggets,4,10,20,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,15,46,1,0,20250426,0,LAC,DEN
