GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,21400003,409,201935,James Harden,1610612745,Houston Rockets,3,6,8,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20141028,1,LAL,HOU
Shot Chart Detail,21400003,456,201935,James Harden,1610612745,Houston Rockets,3,2,35,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-4,15,1,1,20141028,0,LAL,HOU
Shot Chart Detail,21400003,481,201935,James Harden,1610612745,Houston Rockets,3,0,31,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,227,1,0,20141028,0,LAL,HOU
Shot Chart Detail,21400012,25,201935,James Harden,1610612745,Houston Rockets,1,8,49,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-10,42,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,51,201935,James Harden,1610612745,Houston Rockets,1,4,24,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),16-24 ft.,20,-209,11,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,55,201935,James Harden,1610612745,Houston Rockets,1,4,3,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-19,1,1,1,20141029,0,UTA,HOU
Shot Chart Detail,21400012,62,201935,James Harden,1610612745,Houston Rockets,1,3,39,Missed Shot,Jump Shot,,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,89,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,73,201935,James Harden,1610612745,Houston Rockets,1,2,45,Missed Shot,Jump Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,24,23,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,147,201935,James Harden,1610612745,Houston Rockets,2,6,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,19,1,1,20141029,0,UTA,HOU
Shot Chart Detail,21400012,165,201935,James Harden,1610612745,Houston Rockets,2,3,45,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,22,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,188,201935,James Harden,1610612745,Houston Rockets,2,1,40,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,22,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,198,201935,James Harden,1610612745,Houston Rockets,2,1,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-54,181,1,1,20141029,0,UTA,HOU
Shot Chart Detail,21400012,204,201935,James Harden,1610612745,Houston Rockets,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,155,194,1,1,20141029,0,UTA,HOU
Shot Chart Detail,21400012,227,201935,James Harden,1610612745,Houston Rockets,3,9,43,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,157,-24,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,249,201935,James Harden,1610612745,Houston Rockets,3,7,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,81,233,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,266,201935,James Harden,1610612745,Houston Rockets,3,5,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,125,209,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,296,201935,James Harden,1610612745,Houston Rockets,3,2,36,Missed Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,17,-131,112,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,372,201935,James Harden,1610612745,Houston Rockets,4,7,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-149,194,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,390,201935,James Harden,1610612745,Houston Rockets,4,5,45,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,193,-8,1,1,20141029,0,UTA,HOU
Shot Chart Detail,21400012,418,201935,James Harden,1610612745,Houston Rockets,4,3,42,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,24,103,220,1,0,20141029,0,UTA,HOU
Shot Chart Detail,21400012,457,201935,James Harden,1610612745,Houston Rockets,4,0,25,Made Shot,Fadeaway Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,14,114,94,1,1,20141029,0,UTA,HOU
Shot Chart Detail,21400034,12,201935,James Harden,1610612745,Houston Rockets,1,10,43,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,7,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,35,201935,James Harden,1610612745,Houston Rockets,1,8,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,9,1,1,20141101,0,HOU,BOS
Shot Chart Detail,21400034,71,201935,James Harden,1610612745,Houston Rockets,1,4,42,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-51,160,1,1,20141101,0,HOU,BOS
Shot Chart Detail,21400034,96,201935,James Harden,1610612745,Houston Rockets,1,3,30,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-98,236,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,217,201935,James Harden,1610612745,Houston Rockets,2,5,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,65,197,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,240,201935,James Harden,1610612745,Houston Rockets,2,4,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-153,194,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,257,201935,James Harden,1610612745,Houston Rockets,2,2,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,130,222,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,311,201935,James Harden,1610612745,Houston Rockets,3,8,50,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,0,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,322,201935,James Harden,1610612745,Houston Rockets,3,7,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,189,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,390,201935,James Harden,1610612745,Houston Rockets,3,4,14,Made Shot,Pullup Jump shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,181,1,1,20141101,1,HOU,BOS
Shot Chart Detail,21400034,409,201935,James Harden,1610612745,Houston Rockets,3,2,19,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,422,201935,James Harden,1610612745,Houston Rockets,3,1,20,Made Shot,Slam Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141101,0,HOU,BOS
Shot Chart Detail,21400034,431,201935,James Harden,1610612745,Houston Rockets,3,0,45,Missed Shot,Step Back Jump shot,,Mid-Range,Left Side(L),8-16 ft.,14,-86,119,1,0,20141101,0,HOU,BOS
Shot Chart Detail,21400034,451,201935,James Harden,1610612745,Houston Rockets,3,0,2,Made Shot,Pullup Jump shot,,Above the Break 3,Center(C),24+ ft.,25,20,254,1,1,20141101,0,HOU,BOS
Shot Chart Detail,21400043,43,201935,James Harden,1610612745,Houston Rockets,1,7,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,131,1,1,20141103,1,PHI,HOU
Shot Chart Detail,21400043,58,201935,James Harden,1610612745,Houston Rockets,1,5,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-57,159,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,79,201935,James Harden,1610612745,Houston Rockets,1,3,39,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-8,-10,1,1,20141103,0,PHI,HOU
Shot Chart Detail,21400043,90,201935,James Harden,1610612745,Houston Rockets,1,2,16,Missed Shot,Jump Shot,,Left Corner 3,Left Side(L),24+ ft.,23,-235,-14,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,191,201935,James Harden,1610612745,Houston Rockets,2,5,30,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20141103,1,PHI,HOU
Shot Chart Detail,21400043,219,201935,James Harden,1610612745,Houston Rockets,2,2,13,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,25,-26,250,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,239,201935,James Harden,1610612745,Houston Rockets,2,0,33,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,17,122,121,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,242,201935,James Harden,1610612745,Houston Rockets,2,0,1,Made Shot,Running Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-5,1,1,20141103,0,PHI,HOU
Shot Chart Detail,21400043,292,201935,James Harden,1610612745,Houston Rockets,3,7,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,12,266,1,1,20141103,1,PHI,HOU
Shot Chart Detail,21400043,317,201935,James Harden,1610612745,Houston Rockets,3,4,46,Missed Shot,Jump Shot,,Mid-Range,Center(C),16-24 ft.,17,6,176,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,341,201935,James Harden,1610612745,Houston Rockets,3,2,40,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,24,-191,160,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,359,201935,James Harden,1610612745,Houston Rockets,3,1,19,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,138,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,373,201935,James Harden,1610612745,Houston Rockets,3,0,1,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,448,201935,James Harden,1610612745,Houston Rockets,4,7,10,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-123,220,1,1,20141103,0,PHI,HOU
Shot Chart Detail,21400043,454,201935,James Harden,1610612745,Houston Rockets,4,6,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,105,135,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,466,201935,James Harden,1610612745,Houston Rockets,4,6,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,12,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,484,201935,James Harden,1610612745,Houston Rockets,4,4,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,168,-16,1,0,20141103,0,PHI,HOU
Shot Chart Detail,21400043,497,201935,James Harden,1610612745,Houston Rockets,4,2,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,234,137,1,1,20141103,0,PHI,HOU
Shot Chart Detail,21400050,71,201935,James Harden,1610612745,Houston Rockets,1,2,54,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-10,12,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,75,201935,James Harden,1610612745,Houston Rockets,1,2,15,Made Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,24,36,247,1,1,20141104,1,MIA,HOU
Shot Chart Detail,21400050,83,201935,James Harden,1610612745,Houston Rockets,1,1,42,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,170,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,86,201935,James Harden,1610612745,Houston Rockets,1,1,24,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,12,94,77,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,224,201935,James Harden,1610612745,Houston Rockets,2,3,43,Made Shot,Jump Shot,,Left Corner 3,Left Side(L),24+ ft.,24,-237,39,1,1,20141104,0,MIA,HOU
Shot Chart Detail,21400050,270,201935,James Harden,1610612745,Houston Rockets,2,0,50,Made Shot,Driving Finger Roll Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,6,1,1,1,20141104,0,MIA,HOU
Shot Chart Detail,21400050,276,201935,James Harden,1610612745,Houston Rockets,2,0,12,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,24,-160,187,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,319,201935,James Harden,1610612745,Houston Rockets,3,8,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,206,1,1,20141104,0,MIA,HOU
Shot Chart Detail,21400050,391,201935,James Harden,1610612745,Houston Rockets,3,2,10,Made Shot,Driving Bank shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,25,1,1,20141104,0,MIA,HOU
Shot Chart Detail,21400050,411,201935,James Harden,1610612745,Houston Rockets,3,0,1,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,186,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,475,201935,James Harden,1610612745,Houston Rockets,4,6,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,41,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,485,201935,James Harden,1610612745,Houston Rockets,4,5,21,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-6,1,0,20141104,0,MIA,HOU
Shot Chart Detail,21400050,486,201935,James Harden,1610612745,Houston Rockets,4,5,19,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-2,1,1,20141104,0,MIA,HOU
Shot Chart Detail,21400069,56,201935,James Harden,1610612745,Houston Rockets,1,6,31,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,11,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400069,79,201935,James Harden,1610612745,Houston Rockets,1,3,50,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-90,55,1,1,20141106,0,HOU,SAS
Shot Chart Detail,21400069,102,201935,James Harden,1610612745,Houston Rockets,1,1,39,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,7,1,1,1,20141106,0,HOU,SAS
Shot Chart Detail,21400069,124,201935,James Harden,1610612745,Houston Rockets,1,0,0,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,27,-105,249,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400069,192,201935,James Harden,1610612745,Houston Rockets,2,6,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,14,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400069,226,201935,James Harden,1610612745,Houston Rockets,2,4,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,19,1,1,20141106,0,HOU,SAS
Shot Chart Detail,21400069,270,201935,James Harden,1610612745,Houston Rockets,2,0,45,Missed Shot,Step Back Jump shot,,Mid-Range,Right Side(R),8-16 ft.,14,99,108,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400069,276,201935,James Harden,1610612745,Houston Rockets,2,0,6,Made Shot,Running Jump Shot,,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,59,96,1,1,20141106,0,HOU,SAS
Shot Chart Detail,21400069,330,201935,James Harden,1610612745,Houston Rockets,3,7,44,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,26,1,1,20141106,1,HOU,SAS
Shot Chart Detail,21400069,339,201935,James Harden,1610612745,Houston Rockets,3,7,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,14,1,1,20141106,0,HOU,SAS
Shot Chart Detail,21400069,344,201935,James Harden,1610612745,Houston Rockets,3,6,44,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141106,1,HOU,SAS
Shot Chart Detail,21400069,391,201935,James Harden,1610612745,Houston Rockets,3,2,35,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,15,-89,131,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400069,398,201935,James Harden,1610612745,Houston Rockets,3,1,58,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20141106,0,HOU,SAS
Shot Chart Detail,21400069,402,201935,James Harden,1610612745,Houston Rockets,3,1,19,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,24,26,241,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400069,429,201935,James Harden,1610612745,Houston Rockets,4,11,27,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,24,24,242,1,0,20141106,0,HOU,SAS
Shot Chart Detail,21400087,15,201935,James Harden,1610612745,Houston Rockets,1,10,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,83,238,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,17,201935,James Harden,1610612745,Houston Rockets,1,9,56,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,116,173,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,48,201935,James Harden,1610612745,Houston Rockets,1,6,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,140,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,74,201935,James Harden,1610612745,Houston Rockets,1,4,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,9,261,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,92,201935,James Harden,1610612745,Houston Rockets,1,2,11,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,13,0,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,104,201935,James Harden,1610612745,Houston Rockets,1,1,33,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,23,-152,184,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,201,201935,James Harden,1610612745,Houston Rockets,2,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,6,246,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,224,201935,James Harden,1610612745,Houston Rockets,2,5,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-2,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,227,201935,James Harden,1610612745,Houston Rockets,2,5,27,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,34,86,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,235,201935,James Harden,1610612745,Houston Rockets,2,4,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,130,211,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,255,201935,James Harden,1610612745,Houston Rockets,2,3,10,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,3,0,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,280,201935,James Harden,1610612745,Houston Rockets,2,1,28,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,24,102,224,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,299,201935,James Harden,1610612745,Houston Rockets,2,0,31,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,4,-8,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,311,201935,James Harden,1610612745,Houston Rockets,3,11,34,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,75,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,324,201935,James Harden,1610612745,Houston Rockets,3,10,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,100,77,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,344,201935,James Harden,1610612745,Houston Rockets,3,8,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,1,244,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,359,201935,James Harden,1610612745,Houston Rockets,3,7,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,67,44,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,385,201935,James Harden,1610612745,Houston Rockets,3,4,40,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,24,106,217,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,402,201935,James Harden,1610612745,Houston Rockets,3,3,5,Made Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,99,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,472,201935,James Harden,1610612745,Houston Rockets,4,9,35,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,194,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,497,201935,James Harden,1610612745,Houston Rockets,4,7,23,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,22,121,189,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,544,201935,James Harden,1610612745,Houston Rockets,4,4,4,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,25,-21,255,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400087,564,201935,James Harden,1610612745,Houston Rockets,4,2,6,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,12,-10,1,1,20141108,0,HOU,GSW
Shot Chart Detail,21400087,574,201935,James Harden,1610612745,Houston Rockets,4,0,55,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,24,-122,211,1,0,20141108,0,HOU,GSW
Shot Chart Detail,21400117,15,201935,James Harden,1610612745,Houston Rockets,1,10,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,15,1,0,20141112,0,MIN,HOU
Shot Chart Detail,21400117,34,201935,James Harden,1610612745,Houston Rockets,1,8,15,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-152,30,1,1,20141112,0,MIN,HOU
