GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,22500006,9,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,11,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,152,226,1,0,20251023,0,GSW,DEN
Shot Chart Detail,22500006,41,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,8,4,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-6,1,0,20251023,0,GSW,DEN
Shot Chart Detail,22500006,286,1629661,Cameron Johnson,1610612743,Denver Nuggets,2,2,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,195,176,1,0,20251023,0,GSW,DEN
Shot Chart Detail,22500006,355,1629661,Cameron Johnson,1610612743,Denver Nuggets,3,10,14,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,164,16,1,1,20251023,0,GSW,DEN
Shot Chart Detail,22500006,359,1629661,Cameron Johnson,1610612743,Denver Nuggets,3,9,52,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,208,153,1,0,20251023,0,GSW,DEN
Shot Chart Detail,22500006,427,1629661,Cameron Johnson,1610612743,Denver Nuggets,3,4,4,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,25,1,0,20251023,0,GSW,DEN
Shot Chart Detail,22500006,597,1629661,Cameron Johnson,1610612743,Denver Nuggets,4,5,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,12,1,1,20251023,1,GSW,DEN
Shot Chart Detail,22500006,677,1629661,Cameron Johnson,1610612743,Denver Nuggets,5,4,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,229,118,1,0,20251023,0,GSW,DEN
Shot Chart Detail,22500008,74,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,6,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-67,262,1,0,20251027,0,MIN,DEN
Shot Chart Detail,22500008,95,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,4,39,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,17,1,1,20251027,1,MIN,DEN
Shot Chart Detail,22500008,227,1629661,Cameron Johnson,1610612743,Denver Nuggets,2,7,35,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,10,1,0,20251027,0,MIN,DEN
Shot Chart Detail,22500008,276,1629661,Cameron Johnson,1610612743,Denver Nuggets,2,4,40,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-8,1,1,20251027,1,MIN,DEN
Shot Chart Detail,22500008,534,1629661,Cameron Johnson,1610612743,Denver Nuggets,4,11,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,113,240,1,0,20251027,0,MIN,DEN
Shot Chart Detail,22500026,27,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,10,7,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-225,58,1,0,20251031,0,POR,DEN
Shot Chart Detail,22500026,48,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,7,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,82,152,1,1,20251031,0,POR,DEN
Shot Chart Detail,22500026,90,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,4,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,45,1,0,20251031,0,POR,DEN
Shot Chart Detail,22500026,111,1629661,Cameron Johnson,1610612743,Denver Nuggets,1,3,22,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,31,1,0,20251031,0,POR,DEN
Shot Chart Detail,22500026,439,1629661,Cameron Johnson,1610612743,Denver Nuggets,3,6,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,2,1,1,20251031,0,POR,DEN
Shot Chart Detail,22500026,455,1629661,Cameron Johnson,1610612743,Denver Nuggets,3,4,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,158,1,1,20251031,0,POR,DEN
Shot Chart Detail,22500026,700,1629661,Cameron Johnson,1610612743,Denver Nuggets,4,0,7,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,15,1,0,20251031,0,POR,DEN
