GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022300010,351,1628401,Derrick White,1610612738,Boston Celtics,3,8,27,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-1,109,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,367,1628401,Derrick White,1610612738,Boston Celtics,3,7,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,16,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,370,1628369,Jayson Tatum,1610612738,Boston Celtics,3,6,40,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-99,267,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,381,201950,Jrue Holiday,1610612738,Boston Celtics,3,6,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,152,116,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,385,1627759,Jaylen Brown,1610612738,Boston Celtics,3,5,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-197,186,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,390,201950,Jrue Holiday,1610612738,Boston Celtics,3,5,28,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,10,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,393,201950,Jrue Holiday,1610612738,Boston Celtics,3,5,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,110,237,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,397,1627759,Jaylen Brown,1610612738,Boston Celtics,3,5,7,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,20,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,402,1627759,Jaylen Brown,1610612738,Boston Celtics,3,4,47,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,75,141,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,412,1628436,Luke Kornet,1610612738,Boston Celtics,3,4,21,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,418,1627759,Jaylen Brown,1610612738,Boston Celtics,3,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,200,167,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,421,1627759,Jaylen Brown,1610612738,Boston Celtics,3,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,247,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,425,1630573,Sam Hauser,1610612738,Boston Celtics,3,2,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-96,263,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,439,1628401,Derrick White,1610612738,Boston Celtics,3,1,47,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-44,54,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,441,1628436,Luke Kornet,1610612738,Boston Celtics,3,1,45,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,461,1630202,Payton Pritchard,1610612738,Boston Celtics,3,1,0,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,2,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,479,1629052,Oshae Brissett,1610612738,Boston Celtics,3,0,3,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-29,55,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,491,201950,Jrue Holiday,1610612738,Boston Celtics,4,11,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-119,58,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,495,1628369,Jayson Tatum,1610612738,Boston Celtics,4,11,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,50,268,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,501,1628369,Jayson Tatum,1610612738,Boston Celtics,4,10,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-152,141,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,503,1628369,Jayson Tatum,1610612738,Boston Celtics,4,10,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,217,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,505,1630573,Sam Hauser,1610612738,Boston Celtics,4,9,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,236,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,519,1630573,Sam Hauser,1610612738,Boston Celtics,4,9,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,158,209,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,538,1628369,Jayson Tatum,1610612738,Boston Celtics,4,7,55,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,22,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,542,1630573,Sam Hauser,1610612738,Boston Celtics,4,7,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,190,167,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,551,1630573,Sam Hauser,1610612738,Boston Celtics,4,6,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-74,253,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,556,1630202,Payton Pritchard,1610612738,Boston Celtics,4,6,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,135,243,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,569,1630202,Payton Pritchard,1610612738,Boston Celtics,4,5,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-143,190,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,571,1630202,Payton Pritchard,1610612738,Boston Celtics,4,5,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-36,34,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,574,1630202,Payton Pritchard,1610612738,Boston Celtics,4,4,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,232,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,577,1628369,Jayson Tatum,1610612738,Boston Celtics,4,4,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,76,235,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,599,1628436,Luke Kornet,1610612738,Boston Celtics,4,4,26,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,5,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,579,201950,Jrue Holiday,1610612738,Boston Celtics,4,4,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,241,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,581,1630202,Payton Pritchard,1610612738,Boston Celtics,4,4,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300010,585,1628369,Jayson Tatum,1610612738,Boston Celtics,4,3,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-110,253,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,595,1629004,Svi Mykhailiuk,1610612738,Boston Celtics,4,3,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,258,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,601,1630573,Sam Hauser,1610612738,Boston Celtics,4,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,123,232,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,603,1630625,Dalano Banton,1610612738,Boston Celtics,4,2,38,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20231110,BOS,BKN
Shot Chart Detail,0022300010,613,1630573,Sam Hauser,1610612738,Boston Celtics,4,1,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,118,238,1,1,20231110,BOS,BKN
Shot Chart Detail,0022300031,7,1628401,Derrick White,1610612738,Boston Celtics,1,11,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,110,242,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,9,1628369,Jayson Tatum,1610612738,Boston Celtics,1,11,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-97,231,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,11,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,11,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,180,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,16,201950,Jrue Holiday,1610612738,Boston Celtics,1,10,53,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-8,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,20,1628369,Jayson Tatum,1610612738,Boston Celtics,1,10,16,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,51,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,24,1628401,Derrick White,1610612738,Boston Celtics,1,9,49,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,10,95,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,28,1628369,Jayson Tatum,1610612738,Boston Celtics,1,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-219,130,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,32,1628369,Jayson Tatum,1610612738,Boston Celtics,1,8,54,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,-2,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,37,1627759,Jaylen Brown,1610612738,Boston Celtics,1,8,32,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,8,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,39,1628369,Jayson Tatum,1610612738,Boston Celtics,1,8,31,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,50,201950,Jrue Holiday,1610612738,Boston Celtics,1,7,23,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,5,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,55,1627759,Jaylen Brown,1610612738,Boston Celtics,1,7,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,51,153,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,65,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,6,18,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-11,51,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,74,201143,Al Horford,1610612738,Boston Celtics,1,5,38,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,57,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,78,204001,Kristaps Porzingis,1610612738,Boston Celtics,1,5,0,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,2,119,1,1,20231117,TOR,BOS
Shot Chart Detail,0022300031,81,1627759,Jaylen Brown,1610612738,Boston Celtics,1,4,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,159,241,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,87,1628401,Derrick White,1610612738,Boston Celtics,1,4,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,184,1,0,20231117,TOR,BOS
Shot Chart Detail,0022300031,104,1630202,Payton Pritchard,1610612738,Boston Celtics,1,3,34,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,5,95,1,1,20231117,TOR,BOS
