GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22400729,290,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,4,58,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,18,1,0,20250206,MIN,HOU
Shot Chart Detail,22400729,316,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,227,1,0,20250206,MIN,HOU
Shot Chart Detail,22400729,352,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,0,15,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,22,1,1,20250206,MIN,HOU
Shot Chart Detail,22400747,120,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,2,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-52,133,1,1,20250208,MIN,POR
Shot Chart Detail,22400747,123,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,37,1,1,20250208,MIN,POR
Shot Chart Detail,22400747,213,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,7,56,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,39,1,0,20250208,MIN,POR
Shot Chart Detail,22400747,475,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,0,52,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,13,1,0,20250208,MIN,POR
Shot Chart Detail,22400755,504,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,2,9,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-9,1,0,20250210,CLE,MIN
Shot Chart Detail,22400755,673,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,4,6,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,8,1,1,20250210,CLE,MIN
Shot Chart Detail,22400755,707,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,1,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,72,197,1,0,20250210,CLE,MIN
Shot Chart Detail,22400755,725,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,0,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,208,1,0,20250210,CLE,MIN
Shot Chart Detail,22400776,125,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,2,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,9,1,1,20250212,MIN,MIL
Shot Chart Detail,22400776,136,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,1,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,15,1,1,20250212,MIN,MIL
Shot Chart Detail,22400776,148,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,0,6,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,50,1,0,20250212,MIN,MIL
Shot Chart Detail,22400776,205,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,8,13,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,3,1,1,20250212,MIN,MIL
Shot Chart Detail,22400776,388,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,5,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-40,100,1,1,20250212,MIN,MIL
Shot Chart Detail,22400776,411,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,3,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-6,1,0,20250212,MIN,MIL
Shot Chart Detail,22400776,519,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,7,27,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-65,152,1,0,20250212,MIN,MIL
Shot Chart Detail,22400787,167,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,0,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,109,1,1,20250213,MIN,OKC
Shot Chart Detail,22400787,188,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,11,10,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,15,1,0,20250213,MIN,OKC
Shot Chart Detail,22400787,193,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,10,48,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-11,1,0,20250213,MIN,OKC
Shot Chart Detail,22400787,216,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,8,57,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,27,1,0,20250213,MIN,OKC
Shot Chart Detail,22400787,237,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,7,33,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,16,1,1,20250213,MIN,OKC
Shot Chart Detail,22400787,241,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,7,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,32,1,0,20250213,MIN,OKC
Shot Chart Detail,22400787,243,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,6,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,15,1,1,20250213,MIN,OKC
Shot Chart Detail,22400787,348,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,0,0,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-15,50,1,1,20250213,MIN,OKC
Shot Chart Detail,22400787,512,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,0,20,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,4,1,0,20250213,MIN,OKC
Shot Chart Detail,22400787,585,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,7,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,61,1,0,20250213,MIN,OKC
Shot Chart Detail,22400801,136,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,1,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,10,1,0,20250221,HOU,MIN
Shot Chart Detail,22400801,158,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,0,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,8,1,1,20250221,HOU,MIN
Shot Chart Detail,22400801,199,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,9,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,2,1,1,20250221,HOU,MIN
Shot Chart Detail,22400801,223,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,7,36,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,41,1,0,20250221,HOU,MIN
Shot Chart Detail,22400801,493,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,0,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,86,22,1,0,20250221,HOU,MIN
Shot Chart Detail,22400801,545,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,8,57,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,59,1,0,20250221,HOU,MIN
Shot Chart Detail,22400801,584,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,7,4,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,1,20250221,HOU,MIN
Shot Chart Detail,22400820,93,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,4,22,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,41,86,1,0,20250223,MIN,OKC
Shot Chart Detail,22400820,116,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,2,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,96,35,1,1,20250223,MIN,OKC
Shot Chart Detail,22400820,149,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,0,21,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,48,1,1,20250223,MIN,OKC
Shot Chart Detail,22400820,169,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,11,39,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,20,1,1,20250223,MIN,OKC
Shot Chart Detail,22400820,178,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,10,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,35,4,1,0,20250223,MIN,OKC
Shot Chart Detail,22400820,458,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,1,45,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,36,1,0,20250223,MIN,OKC
Shot Chart Detail,22400820,466,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,0,49,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,11,1,0,20250223,MIN,OKC
Shot Chart Detail,22400826,129,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,1,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,-8,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,144,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,0,26,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,1,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,182,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,9,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-100,235,1,0,20250224,OKC,MIN
Shot Chart Detail,22400826,287,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,1,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-5,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,507,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,10,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,16,1,0,20250224,OKC,MIN
Shot Chart Detail,22400826,525,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,9,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,17,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,562,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,7,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,27,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,583,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,6,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,16,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,605,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,4,49,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,31,1,1,20250224,OKC,MIN
Shot Chart Detail,22400826,635,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,2,50,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,5,1,0,20250224,OKC,MIN
Shot Chart Detail,22400849,93,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,1,4,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,52,1,0,20250227,LAL,MIN
Shot Chart Detail,22400849,247,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,5,17,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,15,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,255,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,4,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,25,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,272,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,3,51,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-12,52,1,0,20250227,LAL,MIN
Shot Chart Detail,22400849,328,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,2,0,2,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-10,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,437,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,5,12,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,223,81,1,0,20250227,LAL,MIN
Shot Chart Detail,22400849,447,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,4,24,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,42,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,487,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,1,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,21,1,0,20250227,LAL,MIN
Shot Chart Detail,22400849,510,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,3,0,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-88,123,1,0,20250227,LAL,MIN
Shot Chart Detail,22400849,562,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,10,2,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,27,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,581,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,8,25,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,17,57,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,607,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,7,25,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,33,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,669,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,3,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,32,1,1,20250227,LAL,MIN
Shot Chart Detail,22400849,703,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,1,46,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,57,1,0,20250227,LAL,MIN
Shot Chart Detail,22400849,733,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,0,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20250227,LAL,MIN
Shot Chart Detail,22401218,667,1630545,Terrence Shannon Jr.,1610612750,Minnesota Timberwolves,4,2,20,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,10,50,1,1,20241215,SAS,MIN
