GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,22400959,168,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,2,9,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,172,1,0,20250314,0,PHI,IND
Shot Chart Detail,22400959,274,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,2,2,47,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,4,1,0,20250314,0,PHI,IND
Shot Chart Detail,22400959,385,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,3,5,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-113,230,1,0,20250314,0,PHI,IND
Shot Chart Detail,22400959,528,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,9,18,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250314,0,PHI,IND
Shot Chart Detail,22400959,540,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,8,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,36,80,1,1,20250314,1,PHI,IND
Shot Chart Detail,22400959,565,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,7,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,26,258,1,1,20250314,1,PHI,IND
Shot Chart Detail,22400959,576,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,6,25,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,51,1,1,20250314,0,PHI,IND
Shot Chart Detail,22400959,608,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,3,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-100,236,1,1,20250314,0,PHI,IND
Shot Chart Detail,22400976,68,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,5,36,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250316,0,DAL,PHI
Shot Chart Detail,22400976,81,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,4,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,201,1,1,20250316,1,DAL,PHI
Shot Chart Detail,22400976,118,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,2,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,213,1,0,20250316,0,DAL,PHI
Shot Chart Detail,22400976,276,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,2,3,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,21,1,1,20250316,1,DAL,PHI
Shot Chart Detail,22400976,321,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,2,0,50,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,5,1,0,20250316,0,DAL,PHI
Shot Chart Detail,22400976,497,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,3,1,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,15,1,0,20250316,0,DAL,PHI
Shot Chart Detail,22400976,509,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,3,0,3,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250316,0,DAL,PHI
Shot Chart Detail,22400976,523,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,11,20,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,50,36,1,1,20250316,0,DAL,PHI
Shot Chart Detail,22400976,570,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,7,35,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250316,0,DAL,PHI
Shot Chart Detail,22400985,28,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,10,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20250317,1,HOU,PHI
Shot Chart Detail,22400985,46,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,9,5,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,225,74,1,0,20250317,0,HOU,PHI
Shot Chart Detail,22400985,64,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,7,12,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20250317,1,HOU,PHI
Shot Chart Detail,22400985,82,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,5,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,10,1,1,20250317,1,HOU,PHI
Shot Chart Detail,22400985,157,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,1,0,0,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,208,1,1,20250317,1,HOU,PHI
Shot Chart Detail,22400985,428,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,3,4,51,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,42,1,0,20250317,0,HOU,PHI
Shot Chart Detail,22400985,567,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,6,35,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,13,1,0,20250317,0,HOU,PHI
Shot Chart Detail,22400985,578,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,4,6,14,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-17,57,1,0,20250317,0,HOU,PHI
Shot Chart Detail,22400985,748,1629052,Oshae Brissett,1610612755,Philadelphia 76ers,5,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-190,193,1,0,20250317,0,HOU,PHI
