GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,22200002,345,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,1,1,1,20221018,1,GSW,LAL
Shot Chart Detail,22200002,368,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,48,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,51,1,0,20221018,0,GSW,LAL
Shot Chart Detail,22200002,408,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,10,1,1,20221018,0,GSW,LAL
Shot Chart Detail,22200002,525,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,27,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,65,1,1,20221018,1,GSW,LAL
Shot Chart Detail,22200002,535,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,98,259,1,1,20221018,0,GSW,LAL
Shot Chart Detail,22200002,547,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,47,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-48,315,1,0,20221018,0,GSW,LAL
Shot Chart Detail,22200002,550,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-189,190,1,0,20221018,0,GSW,LAL
Shot Chart Detail,22200002,687,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-130,212,1,0,20221018,0,GSW,LAL
Shot Chart Detail,22200002,721,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-230,99,1,1,20221018,1,GSW,LAL
Shot Chart Detail,22200002,725,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,33,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,1,20221018,0,GSW,LAL
Shot Chart Detail,22200002,728,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,15,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,28,252,1,1,20221018,1,GSW,LAL
Shot Chart Detail,22200002,739,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,196,1,0,20221018,0,GSW,LAL
Shot Chart Detail,22200026,28,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-145,222,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,55,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,23,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,168,231,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-7,259,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,255,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,205,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,99,260,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,304,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,17,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,32,1,1,20221021,0,GSW,DEN
Shot Chart Detail,22200026,307,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,44,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-36,18,1,1,20221021,0,GSW,DEN
Shot Chart Detail,22200026,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,46,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,31,94,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,13,98,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-145,215,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,36,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,37,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,459,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,82,90,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,468,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,92,256,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,600,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,29,Made Shot,Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,19,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,607,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,52,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,35,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,617,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,4,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,1,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,621,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-172,200,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,625,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,172,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,52,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,38,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200026,644,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,34,104,331,1,1,20221021,1,GSW,DEN
Shot Chart Detail,22200026,653,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,39,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,157,135,1,0,20221021,0,GSW,DEN
Shot Chart Detail,22200042,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,162,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,51,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,29,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,28,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-203,181,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,71,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-54,160,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,95,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,57,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,29,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,265,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,134,117,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,270,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-110,246,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,278,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,89,262,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-186,206,1,1,20221023,1,GSW,SAC
Shot Chart Detail,22200042,333,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,50,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-225,133,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,350,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-233,95,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,368,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,44,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,7,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,374,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,13,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,83,41,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,401,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,164,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-97,251,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,16,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,135,156,1,1,20221023,0,GSW,SAC
Shot Chart Detail,22200042,432,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,12,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,21,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,491,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,196,232,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,669,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-107,257,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,700,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,33,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,40,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,713,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,36,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,55,180,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200042,717,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,10,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,31,1,0,20221023,0,GSW,SAC
Shot Chart Detail,22200055,28,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,52,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-121,96,1,1,20221025,0,PHX,GSW
Shot Chart Detail,22200055,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-47,171,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,9,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,92,96,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,286,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,129,234,1,1,20221025,1,PHX,GSW
Shot Chart Detail,22200055,341,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,137,226,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,343,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,164,1,1,20221025,1,PHX,GSW
Shot Chart Detail,22200055,351,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-74,255,1,1,20221025,0,PHX,GSW
Shot Chart Detail,22200055,370,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-62,186,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,57,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,1,20221025,0,PHX,GSW
Shot Chart Detail,22200055,482,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,147,230,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,630,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,10,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,44,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,640,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,208,195,1,1,20221025,1,PHX,GSW
Shot Chart Detail,22200055,661,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,77,281,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,671,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20221025,0,PHX,GSW
Shot Chart Detail,22200055,690,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,7,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,4,118,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,692,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,213,207,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200055,698,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-1,315,1,0,20221025,0,PHX,GSW
Shot Chart Detail,22200068,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,30,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,46,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,17,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,64,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,3,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-105,281,1,1,20221027,1,GSW,MIA
Shot Chart Detail,22200068,123,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-9,273,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,218,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,88,280,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,248,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,91,242,1,1,20221027,1,GSW,MIA
Shot Chart Detail,22200068,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,46,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,28,1,1,20221027,1,GSW,MIA
Shot Chart Detail,22200068,303,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,50,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-1,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,332,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,210,166,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,204,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,414,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,18,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,103,285,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,42,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,42,37,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,420,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,20,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,-9,335,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,452,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,49,93,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,460,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-224,73,1,1,20221027,1,GSW,MIA
Shot Chart Detail,22200068,463,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,96,309,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,572,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-114,226,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,587,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,36,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,27,63,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,597,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,70,43,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200068,601,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,46,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,-23,1,0,20221027,0,GSW,MIA
Shot Chart Detail,22200068,603,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,9,261,1,1,20221027,1,GSW,MIA
Shot Chart Detail,22200068,606,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,4,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-36,183,1,1,20221027,0,GSW,MIA
Shot Chart Detail,22200082,17,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-62,243,1,0,20221029,0,CHA,GSW
Shot Chart Detail,22200082,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,32,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,47,292,1,0,20221029,0,CHA,GSW
Shot Chart Detail,22200082,47,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,54,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20221029,0,CHA,GSW
Shot Chart Detail,22200082,55,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-38,224,1,1,20221029,1,CHA,GSW
Shot Chart Detail,22200082,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,9,1,1,20221029,0,CHA,GSW
Shot Chart Detail,22200082,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,25,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,27,1,1,20221029,0,CHA,GSW
